id,university_short_name,program_source_code,major_code,subject_group_code
127f6481-c9eb-4cb8-bfd7-a6c8963361a5,ANH,7860114_Nu_N,7860114,A00
69bb24e5-1c1a-4e36-8aad-bfc9caabfbaa,ANH,7860114_Nu_N,7860114,A01
b59d9d67-d513-49fe-a533-f09c2328f798,ANH,7860114_Nu_N,7860114,X26
be1c65bf-1b11-429a-a805-8d89844b1c5f,ANH,7860114_Nu_N,7860114,X27
0c7d6078-9ed8-4935-92f1-a9b4a02005ab,ANH,7860114_Nu_N,7860114,X28
e2dcb8cb-51df-4726-ad51-663945d4dc7e,BPH,7380101,7380101,C03
63f07f0e-035a-4162-90b0-b68f188d41f7,BPH,7380101,7380101,C04
e025763b-f374-4058-abfa-45d7bee54b50,BPH,7380101,7380101,D01
21319451-d5cd-4f40-8c3b-8a8093ea22c1,BPH,7380101,7380101,Q00
57c383a6-8c23-42f5-8059-764470997284,BPH,7860214,7860214,Q00
878fc353-37f5-4aaa-b909-b4efa6dc00d4,BPH,7380101_B,7380101,C03
ea6b025d-6d9a-44e7-b3e9-8e0477962494,BPH,7380101_B,7380101,C04
3a937a06-8112-42d6-80b3-1eccbfbdb43e,BPH,7380101_B,7380101,D01
afbf4538-1dc4-4e03-b4f6-b7fa958979eb,BPH,7380101_B,7380101,Q00
3687d15b-86b2-4021-87bc-20e5fe8b7f26,BPH,7380101_N,7380101,C03
00c2ee42-1f91-4b8b-a4c8-fb3ff6a4cc2e,BPH,7380101_N,7380101,C04
f96579b1-a250-4c12-b361-8759e7dd8225,BPH,7380101_N,7380101,D01
54ebdf9c-5b6b-4e4f-af86-718397da4a69,BPH,7380101_N,7380101,Q00
3517ce98-64cb-4003-8369-0492780390b4,BPH,7860214_A01_4,7860214,C03
d43d560d-b993-4185-9e9a-52cfae5ebe70,BPH,7860214_A01_5,7860214,C03
f925eea7-904e-441c-aeee-6d3f59c35ce8,BPH,7860214_A01_7,7860214,C03
5eafd342-04b6-4853-aab3-2e0dfd86d2d5,BPH,7860214_A01_9,7860214,C03
480b4896-60d5-4ac1-aead-a395c08433e4,BPH,7860214_B_A01,7860214,Q00
